주소,지리정보,시장정보
충청북도 제천시 덕산면 약초로 3길 24,"{'latitude': '36.9085836', 'longitude': '128.1679836'}",덕산면전통시장
충청북도 제천시 용두천로 125,"{'latitude': '37.1384624', 'longitude': '128.2135441'}",동문전통시장
충청북도 제천시 백운면 평동로 14,"{'latitude': '37.1385311', 'longitude': '128.0217581'}",박달재전통시장
충청북도 제천시 원화산로 121,"{'latitude': '37.1278890', 'longitude': '128.2195911'}",제천약초시장
충청북도 제천시 내토로 28길 3-1,"{'latitude': '37.1294664', 'longitude': '128.2069071'}",제천역전한마음시장
충청북도 제천시 풍양로 108,"{'latitude': '37.1366420', 'longitude': '128.2112696'}",제천중앙시장
충청북도 증평군 증평읍 장뜰로 58-1,"{'latitude': '36.7834171', 'longitude': '127.5829513'}",증평장뜰재래시장
충청북도 진천군 진천읍 원덕로390,"{'latitude': '36.8607080', 'longitude': '127.4513239'}",운수대통! 생거진천전통시장
충청북도 진천군 진천읍 중앙동6길 23,"{'latitude': '36.8568427', 'longitude': '127.4423952'}",진천중앙시장
충청북도 청주시 흥덕구 풍년로160번길 42-1,"{'latitude': '36.6273606', 'longitude': '127.4350260'}",가경터미널시장
충청북도 청주시 청원구 공항로 58번길 14,"{'latitude': '36.6623769', 'longitude': '127.4886505'}",밤고개자연시장(구 내덕자연시장)
충청북도 청주시 청원구 내수읍 내수로 726,"{'latitude': '36.7262321', 'longitude': '127.5359479'}",내수전통시장
충청북도 청주시 흥덕구 복대로 146번길 42,"{'latitude': '36.6295269', 'longitude': '127.4432633'}",복대가경시장
충청북도 청주시 청원구 향군로 31번길 19,"{'latitude': '36.6479639', 'longitude': '127.4862365'}",북부시장
충청북도 청주시 서원구 사직대로 265번길 7,"{'latitude': '36.6361518', 'longitude': '127.4768684'}",사직시장
충청북도 청주시 상당구 남사로 89번길 61,"{'latitude': '36.6351148', 'longitude': '127.4853899'}",서문시장
충청북도 청주시 청원구 팔결로 715,"{'latitude': '36.7417272', 'longitude': '127.4556002'}",오창전통시장
충청북도 청주시 서원구 원마루로8번길 21,"{'latitude': '36.6090400', 'longitude': '127.4964022'}",원마루시장
충청북도 청주시 상당구 청남로2197번길 42,"{'latitude': '36.6279384', 'longitude': '127.4881800'}",육거리종합시장
충청북도 청주시 상당구 중앙로 18,"{'latitude': '36.6388329', 'longitude': '127.4892219'}",중앙시장
충청북도 청주시 흥덕구 직지대로 639번길 88,"{'latitude': '36.6465733', 'longitude': '127.4663257'}",직지시장
충청북도 청주시 서원구 수곡로 58번길 7-2,"{'latitude': '36.6174326', 'longitude': '127.4729905'}",청주두꺼비시장(구수곡시장)
충청북도 청주시 사직대로164번길 36,"{'latitude': '36.6336167', 'longitude': '127.4653114'}",청주사창시장
충청북도 충주시 관아4길 8,"{'latitude': '36.9701223', 'longitude': '127.9351209'}",관아골상가
충청북도 충주시 목행산단7로 24,"{'latitude': '37.0039965', 'longitude': '127.9230838'}",충주농산물종합시장(중앙청과시장)
충청북도 충주시 행정9길 35,"{'latitude': '37.0139522', 'longitude': '127.9173260'}",목행시장
충청북도 충주시 무학1길 19,"{'latitude': '36.9745954', 'longitude': '127.9272666'}",무학시장
충청북도 충주시 금곡로 31,"{'latitude': '36.9892905', 'longitude': '127.9348030'}",연원시장
충청북도 충주시 예성로 168,"{'latitude': '36.9719384', 'longitude': '127.9336340'}",중앙어울림시장
충청북도 충주시 지곡10길 35,"{'latitude': '36.9646866', 'longitude': '127.9324531'}",충주옹달샘시장
충청북도 충주시 충인6길 16,"{'latitude': '36.9739391', 'longitude': '127.9306790'}",충주자유시장
충청북도 충주시 성서8길 21,"{'latitude': '36.9713534', 'longitude': '127.9323932'}","성서중심시장(성서시장,문화의거리 통합)"
충청남도 공주시 국고개길 11,"{'latitude': '36.4548693', 'longitude': '127.1257007'}",산성시장활성화구역
충청남도 공주시 유구읍 시장길 28,"{'latitude': '36.5527044', 'longitude': '126.9518594'}",유구시장
충청남도 금산군 금산읍 인삼약초로 45,"{'latitude': '36.1014629', 'longitude': '127.4975118'}",금산국제인삼시장(금산인삼국제시장)
충청남도 금산군 금산읍 인삼약초로 24,"{'latitude': '36.1001704', 'longitude': '127.4963565'}",금산수삼센타
충청남도 금산군 금산읍 금산천길 98,"{'latitude': '36.0995165', 'longitude': '127.4909808'}",금산금빛시장(금산시장)
충청남도 금산군 비단로 144,"{'latitude': '36.1003737', 'longitude': '127.4954765'}",금산약초시장
충청남도 금산군 금산읍 인삼광장로 47,"{'latitude': '36.1015010', 'longitude': '127.4989597'}",금산인삼쇼핑센타
충청남도 금산군 금산읍 비범로 19,"{'latitude': '36.1045259', 'longitude': '127.4910249'}",중부프라자
충청남도 논산시 강경읍 대흥로 23- 1,"{'latitude': '36.1559759', 'longitude': '127.0136805'}",강경대흥시장
충청남도 논산시 강경읍 금백로 45,"{'latitude': '36.1575563', 'longitude': '127.0098063'}",강경젓갈시장
충청남도 논산시 연무읍 연무로 178번길 9,"{'latitude': '36.1300625', 'longitude': '127.0982485'}",연무안심시장
충청남도 논산시 연산면 연산4길 10-8,"{'latitude': '36.2162236', 'longitude': '127.2165156'}",연산전통시장
충청남도 논산시 대화로 78,"{'latitude': '36.2085881', 'longitude': '127.0850110'}",화지중앙시장
충청남도 당진시 당진시장길 100,"{'latitude': '36.8899284', 'longitude': '126.6295897'}",당진전통시장
충청남도 당진시 합덕읍 버그내2길 128-42,"{'latitude': '36.8061704', 'longitude': '126.7719933'}",합덕전통시장
충청남도 보령시 구상가길 14-5,"{'latitude': '36.3493777', 'longitude': '126.5970207'}",동부시장
충청남도 보령시 정화로길 13,"{'latitude': '36.3496261', 'longitude': '126.5958262'}",보령한내시장
충청남도 보령시 대흥로 16,"{'latitude': '36.3489075', 'longitude': '126.5969396'}",현대시장(현대상가시장)
충청남도 부여군 부여읍 성왕로173번길 12,"{'latitude': '36.2814944', 'longitude': '126.9075581'}",부여시장
충청남도 부여군 부여읍 중앙로13번길 14-3,"{'latitude': '36.2819234', 'longitude': '126.9121936'}",부여중앙시장
충청남도 부여군 홍산면 홍산시장로 45-3,"{'latitude': '36.2139369', 'longitude': '126.7579574'}",홍산시장
충청남도 서산시 대산읍 충의로 1942,"{'latitude': '36.9380103', 'longitude': '126.4339473'}",대산종합시장
충청남도 서산시 시장5로 15,"{'latitude': '36.7818375', 'longitude': '126.4564203'}",서산동부전통시장(동부시장)
충청남도 서산시 읍성마을2길 16,"{'latitude': '36.7111062', 'longitude': '126.5455305'}",해미시장
"충청남도 서산시 해미면 남문1로 47, 48(2동)","{'latitude': '36.7112988', 'longitude': '126.5464878'}",해미종합시장
충청남도 서천군 서천읍 충절로 42,"{'latitude': '36.0750212', 'longitude': '126.6868202'}",서천특화시장
충청남도 서천군 장항읍 성화로 104,"{'latitude': '36.0155922', 'longitude': '126.6945579'}",장항전통시장
충청남도 아산시 둔포면 둔포면로 25번길 15,"{'latitude': '36.9294670', 'longitude': '127.0360323'}",둔포전통시장(둔포시장)
충청남도 아산시 시장길 29,"{'latitude': '36.7833667', 'longitude': '127.0043000'}",온양온천시장(온양전통시장)
충청남도 예산군 고덕면 용고길 342,"{'latitude': '36.7439278', 'longitude': '126.7052202'}",고덕시장
충청남도 예산군 삽교읍 두리3길 50-7,"{'latitude': '36.6874230', 'longitude': '126.7410389'}",삽교시장
충청남도 예산군 역전로 84,"{'latitude': '36.6870389', 'longitude': '126.8297589'}",역전시장
충청남도 예산군 형제고개로 967,"{'latitude': '36.6772347', 'longitude': '126.8494508'}",예산상설시장
충청남도 예산군 예산읍 형제고개로 967,"{'latitude': '36.6772347', 'longitude': '126.8494508'}",예산시장
충청남도 천안시 동남구 사직로 7,"{'latitude': '36.8007208', 'longitude': '127.1493019'}",천안중앙시장(구 남산중앙시장)
충청남도 천안시 동남구 병천면 아우내장터1길 46,"{'latitude': '36.7624189', 'longitude': '127.2981582'}",병천시장
충청남도 천안시 서북구 양지21길 31,"{'latitude': '36.8126617', 'longitude': '127.1392131'}",성정시장
충청남도 천안시 서북구 성환읍 성환중앙로 50,"{'latitude': '36.9181008', 'longitude': '127.1309107'}",성환이화시장
충청남도 천안시 동남구 공설시장1길 9,"{'latitude': '36.8099072', 'longitude': '127.1489173'}",천안역전시장
충청남도 청양군 정산면 정현길 54,"{'latitude': '36.4105942', 'longitude': '126.9480176'}",정산시장
충청남도 청양군 칠갑산로6길 6,"{'latitude': '36.4504870', 'longitude': '126.8018153'}",청양전통시장
충청남도 태안군 안면읍 장터로 104,"{'latitude': '36.5163557', 'longitude': '126.3460081'}",안면도수산시장(안면도장터)
충청남도 태안군 시장4길 32,"{'latitude': '36.7522427', 'longitude': '126.2990268'}",태안동부시장(태안특산물전통시장)
충청남도 홍성군 갈산면 상촌로 29,"{'latitude': '36.6037001', 'longitude': '126.5505117'}",갈산정기시장
충청남도 홍성군 광천읍 광천로 285,"{'latitude': '36.4998387', 'longitude': '126.6252600'}",광천전통시장
충청남도 홍성군 홍성읍 아문길 60,"{'latitude': '36.5998425', 'longitude': '126.6637718'}",홍성상설시장
충청남도 홍성군 홍성읍 홍성천길 242,"{'latitude': '36.6021513', 'longitude': '126.6680232'}",홍성전통시장
전라북도 고창군 고창읍 동리로 62-11,"{'latitude': '35.4326648', 'longitude': '126.6987688'}",고창전통시장
전라북도 고창군 대산면 공음대산로 935,"{'latitude': '35.3401100', 'longitude': '126.5989624'}",대산전통시장
전라북도 고창군 무장면 왕제산로 725,"{'latitude': '35.4144234', 'longitude': '126.5605922'}",무장전통시장
전라북도 고창군 상하면 상하1길 8-3,"{'latitude': '35.4440881', 'longitude': '126.4917658'}",상하전통시장
전라북도 고창군 해리면 해리중앙로 64-12,"{'latitude': '35.4586558', 'longitude': '126.5422036'}",해리전통시장
전라북도 고창군 흥덕면 흥덕시장길 3,"{'latitude': '35.5205909', 'longitude': '126.7002342'}",흥덕전통시장
전라북도 군산시 신금길 18,"{'latitude': '35.9832234', 'longitude': '126.7203052'}",군산공설시장
전라북도 군산시 내항2길 216,"{'latitude': '35.9939853', 'longitude': '126.7047418'}",군산수산물종합센터
전라북도 군산시 동신영길 56,"{'latitude': '35.9855858', 'longitude': '126.7201239'}",군산신영시장
전라북도 군산시 하나운안1길 39,"{'latitude': '35.9657733', 'longitude': '126.6954326'}",군산주공시장
전라북도 군산시 대야면 대야시장로 7-1,"{'latitude': '35.9448645', 'longitude': '126.8160863'}",대야전통시장
전라북도 군산시 월명로 470,"{'latitude': '35.9837428', 'longitude': '126.7095464'}",명산시장
전라북도 군산시 대명3길15,"{'latitude': '35.9809385', 'longitude': '126.7203734'}",역전종합시장
전라북도 김제시 동서7길23,"{'latitude': '35.8001588', 'longitude': '126.8864186'}",금만시장
전라북도 김제시 사정거리1길20,"{'latitude': '35.8016249', 'longitude': '126.8837240'}",김제전통시장
전라북도 김제시 중앙로 288,"{'latitude': '35.7931543', 'longitude': '126.9015855'}",역전시장
전라북도 김제시 금산면 원평6길 39-10,"{'latitude': '35.7140679', 'longitude': '126.9947450'}",원평공설시장(김제원평시장)
전라북도 남원시 의총로 51,"{'latitude': '35.4046166', 'longitude': '127.3758683'}",남원공설시장
전라북도 남원시 인월면 인월로 65-3,"{'latitude': '35.4615323', 'longitude': '127.6020919'}",남원인월시장
전라북도 남원시 동헌길10,"{'latitude': '35.4071078', 'longitude': '127.3767773'}",용남시장
전라북도 무주군 무주읍 장터로 2,"{'latitude': '36.0046509', 'longitude': '127.6535323'}",무주시장(반딧불장터)
전라북도 무주군 무풍면 현내로 213,"{'latitude': '35.9694532', 'longitude': '127.8487940'}",무풍시장(대덕산장터)
전라북도 무주군 설천면 삼도봉로 11,"{'latitude': '36.0099012', 'longitude': '127.7880181'}",설천시장(삼도봉장터)
전라북도 무주군 안성면 칠연로 37,"{'latitude': '35.8665734', 'longitude': '127.6537760'}",안성시장(덕유산장터)
전라북도 부안군 부안읍 부풍로 47,"{'latitude': '35.7271155', 'longitude': '126.7329623'}",부안상설시장
전라북도 부안군 줄포면 부안로 865,"{'latitude': '35.5876044', 'longitude': '126.6768603'}",줄포시장
전라북도 순창군 동계면 동계로 22,"{'latitude': '35.4395416', 'longitude': '127.2398056'}",동계시장
전라북도 순창군 복흥면 정산2길 6,"{'latitude': '35.4318520', 'longitude': '126.9327575'}",복흥시장
전라북도 순창군 순창읍 남계로 58,"{'latitude': '35.3718160', 'longitude': '127.1450547'}",순창시장
전라북도 완주군 고산면 남봉로 134,"{'latitude': '35.9740751', 'longitude': '127.2053865'}",고산미소시장
전라북도 완주군 봉동읍 봉동동서로 134-5,"{'latitude': '35.9387217', 'longitude': '127.1670715'}",봉동시장
전라북도 완주군 삼례읍 삼봉로 6,"{'latitude': '35.9105035', 'longitude': '127.0736741'}",삼례시장
전라북도 익산시 중앙로 3길 13,"{'latitude': '35.9403978', 'longitude': '126.9496740'}",매일시장
전라북도 익산시 인북로 219,"{'latitude': '35.9482215', 'longitude': '126.9565932'}",북부시장
전라북도 익산시 중앙로3길 39,"{'latitude': '35.9426996', 'longitude': '126.9505873'}",서동시장
전라북도 익산시 인북로8길 22,"{'latitude': '35.9315304', 'longitude': '126.9523412'}",익산 구시장
전라북도 익산시 금마면 고도길 58,"{'latitude': '35.9921894', 'longitude': '127.0534262'}",익산금마시장
전라북도 익산시 평동로11길 12,"{'latitude': '35.9319473', 'longitude': '126.9533643'}",익산남부시장
전라북도 익산시 인북로 11길 27,"{'latitude': '35.9512284', 'longitude': '126.9566254'}",익산장(익산북부장)
전라북도 익산시 중앙로 3길 27,"{'latitude': '35.9420603', 'longitude': '126.9497333'}",중앙시장
전라북도 익산시 석재길 22,"{'latitude': '35.9994491', 'longitude': '126.9523935'}",황등시장
전라북도 임실군 강진면 호국로 14-12,"{'latitude': '35.5290683', 'longitude': '127.1610424'}",강진시장
전라북도 임실군 관촌면 사선1길 70-3,"{'latitude': '35.6787806', 'longitude': '127.2676801'}",관촌시장
전라북도 임실군 오수면 오수로 159,"{'latitude': '35.5385201', 'longitude': '127.3265650'}",오수시장
전라북도 임실군 임실읍 운수로 26,"{'latitude': '35.6144510', 'longitude': '127.2827110'}",임실시장
전라북도 장수군 산서면 보산로 1864-11,"{'latitude': '35.5845165', 'longitude': '127.3958832'}",산서시장
전라북도 장수군 장계면 시장천변길 36,"{'latitude': '35.7294240', 'longitude': '127.5822654'}",장계시장
전라북도 장수군 장수읍 시장로 11,"{'latitude': '35.6491067', 'longitude': '127.5174727'}",장수시장
전라북도 전주시 덕진구 모래내4길 8-8,"{'latitude': '35.8335488', 'longitude': '127.1438454'}",모래내시장(전주)
전라북도 전주시 완산구 풍남문1길 19-3,"{'latitude': '35.8127932', 'longitude': '127.1475567'}",전주남부시장
전라북도 전주시 완산구 태평5길 33,"{'latitude': '35.8241018', 'longitude': '127.1434730'}",전주신중앙시장(신중앙시장)
전라북도 전주시 완산구 태평3길 70,"{'latitude': '35.8252546', 'longitude': '127.1424253'}",전주중앙상가
전라북도 전주시 완산구 효동 2길 14-8,"{'latitude': '35.8052467', 'longitude': '127.1266501'}",서부시장상점가(서부시장 통합)
전라북도 정읍시 태평6길 25,"{'latitude': '35.5628841', 'longitude': '126.8551022'}",샘고을시장
전라북도 정읍시 신태인읍 신태인1길14,"{'latitude': '35.6847241', 'longitude': '126.8878773'}",신태인시장
전라북도 진안군 진안읍시장1길16,"{'latitude': '35.7926281', 'longitude': '127.4294045'}",진안고원시장
전라남도 강진군 마량면 마량5길 11,"{'latitude': '34.4509643', 'longitude': '126.8165955'}",마량5일시장
전라남도 강진군 병영면 남삼인길 6,"{'latitude': '34.7138103', 'longitude': '126.8155587'}",병영5일시장
전라남도 고흥군 고흥읍 시장길 1,"{'latitude': '34.6083637', 'longitude': '127.2865871'}",고흥전통시장
전라남도 고흥군 과역면 시장안길 15,"{'latitude': '34.6794606', 'longitude': '127.3622404'}",과역전통시장
전라남도 고흥군 도양읍 녹동남촌1길 24,"{'latitude': '34.5279026', 'longitude': '127.1383675'}",녹동전통시장
전라남도 고흥군 도화면 동신길 16-6,"{'latitude': '34.5098133', 'longitude': '127.3219053'}",도화전통시장
전라남도 고흥군 원유둔4길 13-1,"{'latitude': '34.7803743', 'longitude': '127.3349745'}",동강전통시장
전라남도 곡성군 곡성로 856,"{'latitude': '35.2797545', 'longitude': '127.2984741'}",곡성기차마을전통시장
전라남도 곡성군 석곡면 석곡로 70,"{'latitude': '35.1329455', 'longitude': '127.2541064'}",석곡전통시장
전라남도 곡성군 옥과면 리문8길 14,"{'latitude': '35.2759029', 'longitude': '127.1379528'}",옥과5일시장
전라남도 광양시 광양읍 백운로 3,"{'latitude': '34.9711607', 'longitude': '127.5904533'}",광양5일시장
전라남도 광양시 광양읍 매천로 821-5,"{'latitude': '34.9757696', 'longitude': '127.5852387'}",광양매일시장
전라남도 광양시 옥곡면 큰골1길 2-26,"{'latitude': '34.9884661', 'longitude': '127.7001410'}",옥곡5일시장
전라남도 광양시 중마중앙로 88,"{'latitude': '34.9382127', 'longitude': '127.6988598'}",중마시장
전라남도 구례군 구례읍 5일시장작은길 20,"{'latitude': '35.2101515', 'longitude': '127.4700806'}",구례5일시장
전라남도 구례군 구례읍 구례1길 45-6,"{'latitude': '35.2096386', 'longitude': '127.4657522'}",구례상설시장
전라남도 나주시 청동길 14,"{'latitude': '35.0362462', 'longitude': '126.7237675'}",나주목사고을시장
전라남도 나주시 지석로 21,"{'latitude': '35.0458221', 'longitude': '126.8415388'}",남평5일시장
전라남도 나주시 다시로 170-31,"{'latitude': '35.0160461', 'longitude': '126.6362652'}",다시5일시장
전라남도 나주시 풍물시장2길 12-14,"{'latitude': '34.9920807', 'longitude': '126.7071498'}",영산포풍물시장
전라남도 담양군 창평면 사동길 14-25,"{'latitude': '35.2381068', 'longitude': '127.0149068'}",창평전통시장
전라남도 목포시 영산로257번길 15,"{'latitude': '34.8046722', 'longitude': '126.3936939'}",동부시장
전라남도 목포시 해안로 265-4,"{'latitude': '34.7877728', 'longitude': '126.3898669'}",목포종합수산시장
전라남도 목포시 원산중앙로 51,"{'latitude': '34.8102550', 'longitude': '126.3775244'}",신중앙시장
전라남도 목포시 자유로 122,"{'latitude': '34.7929629', 'longitude': '126.4030603'}",자유시장
전라남도 목포시 삼일로13번길 18-2,"{'latitude': '34.7940515', 'longitude': '126.3817877'}",중앙먹통시장
전라남도 목포시 석현로 28,"{'latitude': '34.8153814', 'longitude': '126.4245930'}",청호시장
전라남도 목포시 수강로12번길 2,"{'latitude': '34.7861375', 'longitude': '126.3853945'}",항동시장
전라남도 무안군 무안읍 승달로 11,"{'latitude': '34.9935859', 'longitude': '126.4724169'}",무안전통시장
전라남도 무안군 시장길 11-22,"{'latitude': '34.8475322', 'longitude': '126.4943333'}",일로전통시장
전라남도 보성군 보성읍 현충로 42-1,"{'latitude': '34.7656490', 'longitude': '127.0772300'}",녹차골보성향토시장(보성읍5일시장)
전라남도 보성군 벌교읍 시장1길 10,"{'latitude': '34.8449391', 'longitude': '127.3450734'}",벌교5일시장
전라남도 보성군 벌교읍 시장2길 10-41,"{'latitude': '34.8430142', 'longitude': '127.3459923'}",벌교매일시장
전라남도 보성군 보성읍 신흥길 9,"{'latitude': '34.7681788', 'longitude': '127.0806239'}",보성매일시장
전라남도 보성군 송재로 1838-12,"{'latitude': '34.8937003', 'longitude': '127.1331412'}",복내5일시장
전라남도 보성군 조성면 조성로 90-6,"{'latitude': '34.8064750', 'longitude': '127.2452750'}",조성5일시장
전라남도 순천시 황전면 괴목길 17,"{'latitude': '35.1025058', 'longitude': '127.4282263'}",괴목시장
전라남도 순천시 장평로 60,"{'latitude': '34.9451468', 'longitude': '127.4960900'}",순천시아랫장(순천아랫장)
전라남도 순천시 역전장길 9,"{'latitude': '34.9437425', 'longitude': '127.5033454'}",역전시장
전라남도 순천시 북문길 40,"{'latitude': '34.9586458', 'longitude': '127.4850340'}",웃장
전라남도 순천시 중앙시장길 18,"{'latitude': '34.9532543', 'longitude': '127.4845894'}",중앙시장
전라남도 신안군 지도읍 읍내길 16-20,"{'latitude': '35.0588157', 'longitude': '126.2069818'}",지도시장
전라남도 여수시 좌수영로 16-6,"{'latitude': '34.7417881', 'longitude': '127.7286171'}",(주)서시장
전라남도 여수시 교동시장1길 15-10,"{'latitude': '34.7391237', 'longitude': '127.7301410'}",교동시장
전라남도 여수시 소라면 하세동길 12-2,"{'latitude': '34.7979558', 'longitude': '127.6320409'}",덕양시장
전라남도 여수시 학동서5길 18,"{'latitude': '34.7633262', 'longitude': '127.6565547'}",도깨비시장
전라남도 여수시 봉산1로 12,"{'latitude': '34.7321557', 'longitude': '127.7224122'}",봉산시장
전라남도 여수시 학동2길 7,"{'latitude': '34.7641485', 'longitude': '127.6649830'}",쌍봉시장
전라남도 여수시 서교2길 2-7,"{'latitude': '34.7409404', 'longitude': '127.7285660'}",여수서시장주변시장
전라남도 여수시 남산로 60-31,"{'latitude': '34.7368325', 'longitude': '127.7329014'}",여수수산물특화시장
전라남도 여수시 학동2길 7-4,"{'latitude': '34.7641987', 'longitude': '127.6646612'}",제일시장
전라남도 여수시 선어시장길 13,"{'latitude': '34.7394537', 'longitude': '127.7368789'}",중앙선어시장
전라남도 여수시 중앙로 43,"{'latitude': '34.7405967', 'longitude': '127.7325608'}",중앙시장
전라남도 여수시 학동1길 10,"{'latitude': '34.7642628', 'longitude': '127.6641356'}",진남시장
전라남도 여수시 교동남2길 14,"{'latitude': '34.7395304', 'longitude': '127.7345265'}",해안로건어물상가시장
전라남도 여수시 여객선터미널길 24,"{'latitude': '34.7381434', 'longitude': '127.7317756'}",(주)여수수산시장
전라남도 영광군 영광읍 신남로 100-25,"{'latitude': '35.2747392', 'longitude': '126.4935785'}",영광고추특화시장
전라남도 영광군 영광읍 중앙로3길 5-22,"{'latitude': '35.2751235', 'longitude': '126.5123303'}",굴비골영광시장(구 영광매일시장)
전라남도 영광군 영광읍 신남로3길 5-3,"{'latitude': '35.2755412', 'longitude': '126.5030451'}",영광터미널시장
전라남도 영암군 군서면 도갑사로 31-13,"{'latitude': '34.7623842', 'longitude': '126.6353008'}",구림5일시장
전라남도 영암군 시종면 내동중앙로 26,"{'latitude': '34.8674084', 'longitude': '126.6080804'}",시종5일시장
전라남도 영암군 영암읍 오일시장길 28,"{'latitude': '34.8012487', 'longitude': '126.7005798'}",영암5일시장
전라남도 완도군 노화읍 이목길 62,"{'latitude': '34.1775827', 'longitude': '126.5731999'}",노화읍5일시장
전라남도 완도군 완도읍 개포로 34-1,"{'latitude': '34.3161042', 'longitude': '126.7482463'}",완도전통시장(구 완도5일시장)
전라남도 완도군 완도읍 장보고대로 282-1,"{'latitude': '34.3144699', 'longitude': '126.7552368'}",완도중앙시장
전라남도 장성군 북이면 사남북길 22,"{'latitude': '35.4276787', 'longitude': '126.8072629'}",사거리시장
전라남도 장성군 삼계면 사창로 81-2,"{'latitude': '35.2603987', 'longitude': '126.6630711'}",사창시장
전라남도 장성군 황룡면 삼월길 5,"{'latitude': '35.2916851', 'longitude': '126.7738898'}",황룡시장
전라남도 장흥군 대덕읍 거정2길 10,"{'latitude': '34.4994386', 'longitude': '126.8871301'}",대덕읍전통시장(대덕시장)
전라남도 장흥군 장흥읍 토요시장1길 53,"{'latitude': '34.6772697', 'longitude': '126.9031357'}",정남진장흥토요시장
전라남도 장흥군 관산읍 칠관로 1559-4,"{'latitude': '34.5627743', 'longitude': '126.9370650'}",천관산관광시장
전라남도 장흥군 회진면 회진중앙길 9-13,"{'latitude': '34.4821850', 'longitude': '126.9403456'}",회진시장
전라남도 진도군 임회면 십일시장길 21,"{'latitude': '34.4109890', 'longitude': '126.1921395'}",임회면십일시장
전라남도 진도군 진도읍 남동1길 57-8,"{'latitude': '34.4813545', 'longitude': '126.2649053'}",진도상설시장
전라남도 진도군 진도읍 조금시장길 25,"{'latitude': '34.4814786', 'longitude': '126.2569326'}",진도읍조금시장
전라남도 함평군 나산면 나산길 15-10,"{'latitude': '35.1119062', 'longitude': '126.6098910'}",나산시장
전라남도 함평군 월야면 밀재로 1504-5,"{'latitude': '35.1792699', 'longitude': '126.6267818'}",월야시장
전라남도 함평군 해보면 밀재로 1274-12,"{'latitude': '35.1810537', 'longitude': '126.6025502'}",해보시장
전라남도 해남군 황산면 시등로 111-11,"{'latitude': '34.5753433', 'longitude': '126.4325068'}",남리5일시장
전라남도 해남군 북평면 달량진길 48-11,"{'latitude': '34.4045674', 'longitude': '126.6267519'}",북평면남창5일시장
전라남도 해남군 송지면 산정1길 96,"{'latitude': '34.3696721', 'longitude': '126.5192000'}",송지산정5일시장
전라남도 해남군 문내면 동외리 919-17,"{'latitude': '34.5968978', 'longitude': '126.3113414'}",우수영5일시장
전라남도 해남군 북일면 만월길 26-1,"{'latitude': '34.4638547', 'longitude': '126.6725687'}",좌일5일시장
전라남도 해남군 해남읍 중앙2로 76,"{'latitude': '34.5687757', 'longitude': '126.5971445'}",해남읍5일시장
전라남도 해남군 화원면 금평리 239,"{'latitude': '34.6693722', 'longitude': '126.3280778'}",화원5일시장
전라남도 화순군 능주면 학포로 1955,"{'latitude': '34.9909554', 'longitude': '126.9593345'}",능주전통시장
전라남도 화순군 이양면 이양로 29-7,"{'latitude': '34.8824888', 'longitude': '126.9872618'}",이양전통시장
전라남도 화순군 화순읍 시장길 42,"{'latitude': '35.0590968', 'longitude': '126.9833989'}",화순전통시장(화순읍전통시장)
경상북도 경산시 경안로31길 19,"{'latitude': '35.8205186', 'longitude': '128.7357579'}",경산공설시장
경상북도 경산시 자인면 자인로 206-4,"{'latitude': '35.8164787', 'longitude': '128.8229715'}",자인공설시장
경상북도 경산시 하양읍 대학로 1543,"{'latitude': '35.9156043', 'longitude': '128.8192638'}",하양공설시장
경상북도 경주시 감포로115,"{'latitude': '35.8041102', 'longitude': '129.5020146'}",감포시장
경상북도 경주시 원화로 281번길 11-11,"{'latitude': '35.8455465', 'longitude': '129.2162805'}",경주성동공설시장
경상북도 경주시 태종로 791번길16,"{'latitude': '35.8422607', 'longitude': '129.2146869'}",경주중심상가시장
경상북도 경주시 금성로 295,"{'latitude': '35.8439605', 'longitude': '129.2067453'}",경주중앙시장
경상북도 경주시 금성로 396번길 7,"{'latitude': '35.8534930', 'longitude': '129.2075800'}",북부상가시장
경상북도 경주시 북정로 15,"{'latitude': '35.8422922', 'longitude': '129.2151772'}",북정로중심상가시장
경상북도 경주시 진현로1길 59-5,"{'latitude': '35.7859962', 'longitude': '129.3278529'}",불국사상가시장
경상북도 경주시 서면 내서로 401-5,"{'latitude': '35.8950633', 'longitude': '129.0480430'}",서면시장
경상북도 경주시 안강읍 비화중로 3길 26-3,"{'latitude': '35.9903076', 'longitude': '129.2217104'}",안강공설시장
경상북도 경주시 하서중앙길 56-28,"{'latitude': '35.6753800', 'longitude': '129.4636507'}",양남시장
경상북도 경주시 양북면 감은로 53-8,"{'latitude': '35.7903939', 'longitude': '129.4411874'}",양북시장
경상북도 경주시 원효로 89,"{'latitude': '35.8422211', 'longitude': '129.2106411'}",제2경주중심상가시장
경상북도 경주시 건천읍 내서로 1131-1,"{'latitude': '35.8483010', 'longitude': '129.1048107'}",건천시장
경상북도 고령군 대가야읍 시장3길29,"{'latitude': '35.7273092', 'longitude': '128.2666727'}",고령대가야시장
경상북도 구미시 수출대로3길107,"{'latitude': '36.1206364', 'longitude': '128.3715356'}",구미공단종합시장
경상북도 구미시 3공단1로 302-7,"{'latitude': '36.1095461', 'longitude': '128.4029133'}",구미산업유통단지
경상북도 구미시 구미중앙로9길 11,"{'latitude': '36.1308456', 'longitude': '128.3297839'}",구미새마을중앙시장
경상북도 구미시 구미중앙로9길 14-6,"{'latitude': '36.1305209', 'longitude': '128.3304435'}",구미종합상가
